image_path,caption
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9598_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9599_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_95_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9600_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9601_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9602_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9603_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9604_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9605_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9606_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9607_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9608_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9609_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9610_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9611_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9612_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9613_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9614_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9615_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9616_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9617_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9618_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9619_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9620_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9621_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9622_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9623_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9624_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9625_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9626_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9627_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9628_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9629_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9630_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9631_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9632_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9633_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9634_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9635_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9636_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9637_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9638_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9639_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9640_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9641_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9642_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9643_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9644_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9645_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9646_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9647_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9648_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9649_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9650_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9651_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9652_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9653_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9654_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9655_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9656_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9657_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9658_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9659_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9660_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9661_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9662_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9663_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9664_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9665_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9666_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9667_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9668_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9669_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9670_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9671_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9672_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9673_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9674_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9675_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9676_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9677_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video24_frame_9678_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper."
