dataset,sequence_id,modality,frames_dir,num_frames,has_depth,has_mask,has_stereo,split,sample_frame,domain
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\25290d81-fa23-40f3-afe0-a7ad85003e9f_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/25290d81-fa23-40f3-afe0-a7ad85003e9f_frames,171,False,False,False,test,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/25290d81-fa23-40f3-afe0-a7ad85003e9f_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\26833e6c-e275-4a47-9cc8-cdcfd4bb7073_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/26833e6c-e275-4a47-9cc8-cdcfd4bb7073_frames,249,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/26833e6c-e275-4a47-9cc8-cdcfd4bb7073_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\26c197fc-9b0a-47da-a44c-4cff4ed3b95d_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/26c197fc-9b0a-47da-a44c-4cff4ed3b95d_frames,996,False,False,False,val,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/26c197fc-9b0a-47da-a44c-4cff4ed3b95d_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\27dd21a7-a8b1-4220-855a-ce397ceb6261_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/27dd21a7-a8b1-4220-855a-ce397ceb6261_frames,1252,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/27dd21a7-a8b1-4220-855a-ce397ceb6261_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\29170a58-50d8-452b-ab39-5e9c641f5ae9_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/29170a58-50d8-452b-ab39-5e9c641f5ae9_frames,298,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/29170a58-50d8-452b-ab39-5e9c641f5ae9_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\29c2db01-5525-4fff-8768-40a8b6fa5f4d_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/29c2db01-5525-4fff-8768-40a8b6fa5f4d_frames,97,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/29c2db01-5525-4fff-8768-40a8b6fa5f4d_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\29ce8d04-c184-42fa-ac05-322d3a2d37bd_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/29ce8d04-c184-42fa-ac05-322d3a2d37bd_frames,12,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/29ce8d04-c184-42fa-ac05-322d3a2d37bd_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\2a200509-e1d3-46bd-8ae7-7fb1a8491709_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/2a200509-e1d3-46bd-8ae7-7fb1a8491709_frames,337,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/2a200509-e1d3-46bd-8ae7-7fb1a8491709_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\2ad8b6ac-7f77-430b-91be-6f5a6b2adaff_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/2ad8b6ac-7f77-430b-91be-6f5a6b2adaff_frames,159,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/2ad8b6ac-7f77-430b-91be-6f5a6b2adaff_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\2b666ea0-1f01-4856-8ff4-a17fe7e9842b_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/2b666ea0-1f01-4856-8ff4-a17fe7e9842b_frames,181,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/2b666ea0-1f01-4856-8ff4-a17fe7e9842b_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\2b80a3ae-e457-484d-955f-c2295de44bff_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/2b80a3ae-e457-484d-955f-c2295de44bff_frames,134,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/2b80a3ae-e457-484d-955f-c2295de44bff_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\2bf8d4ba-356a-4d3e-bc30-27e52d661670_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/2bf8d4ba-356a-4d3e-bc30-27e52d661670_frames,251,False,False,False,val,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/2bf8d4ba-356a-4d3e-bc30-27e52d661670_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\2eb34265-6359-4233-bdbb-71f3389e220a_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/2eb34265-6359-4233-bdbb-71f3389e220a_frames,232,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/2eb34265-6359-4233-bdbb-71f3389e220a_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\2f27d098-5f58-41b1-90ec-7ac7d34699a7_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/2f27d098-5f58-41b1-90ec-7ac7d34699a7_frames,76,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/2f27d098-5f58-41b1-90ec-7ac7d34699a7_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\2f5b66de-6073-47ac-a266-7b7307dcab3e_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/2f5b66de-6073-47ac-a266-7b7307dcab3e_frames,251,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/2f5b66de-6073-47ac-a266-7b7307dcab3e_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\30bee289-c6ba-46c1-bb6a-4b3cf231b3aa_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/30bee289-c6ba-46c1-bb6a-4b3cf231b3aa_frames,251,False,False,False,test,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/30bee289-c6ba-46c1-bb6a-4b3cf231b3aa_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\30cc095b-4ce7-442e-814a-3014daa3c71a_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/30cc095b-4ce7-442e-814a-3014daa3c71a_frames,106,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/30cc095b-4ce7-442e-814a-3014daa3c71a_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\3111f67f-9081-4d11-8e27-61b56aebd727_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/3111f67f-9081-4d11-8e27-61b56aebd727_frames,251,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/3111f67f-9081-4d11-8e27-61b56aebd727_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\31573497-b434-4c27-86ba-a53a65d5f9ce_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/31573497-b434-4c27-86ba-a53a65d5f9ce_frames,1251,False,False,False,val,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/31573497-b434-4c27-86ba-a53a65d5f9ce_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\31b7276b-da32-4ea4-ac8c-f8ebdb62931f_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/31b7276b-da32-4ea4-ac8c-f8ebdb62931f_frames,28,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/31b7276b-da32-4ea4-ac8c-f8ebdb62931f_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\33143cb2-a5ef-4bab-b25e-148a8076e5dd_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/33143cb2-a5ef-4bab-b25e-148a8076e5dd_frames,1251,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/33143cb2-a5ef-4bab-b25e-148a8076e5dd_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\344e28c1-90cc-4f7f-afa9-165e1688840f_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/344e28c1-90cc-4f7f-afa9-165e1688840f_frames,38,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/344e28c1-90cc-4f7f-afa9-165e1688840f_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\36350ec5-b735-4f44-89d7-c9e24c1bb773_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/36350ec5-b735-4f44-89d7-c9e24c1bb773_frames,89,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/36350ec5-b735-4f44-89d7-c9e24c1bb773_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\36bf21be-04ae-4b64-9d41-4f234300f3d1_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/36bf21be-04ae-4b64-9d41-4f234300f3d1_frames,251,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/36bf21be-04ae-4b64-9d41-4f234300f3d1_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\3743a8c9-998c-4e9a-91d0-2dcf3ed03ac5_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/3743a8c9-998c-4e9a-91d0-2dcf3ed03ac5_frames,328,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/3743a8c9-998c-4e9a-91d0-2dcf3ed03ac5_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\37ecf2c6-5805-451b-b384-cb4f497d21fc_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/37ecf2c6-5805-451b-b384-cb4f497d21fc_frames,251,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/37ecf2c6-5805-451b-b384-cb4f497d21fc_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\3887da5f-0673-4769-84b0-e67fcddf1630_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/3887da5f-0673-4769-84b0-e67fcddf1630_frames,241,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/3887da5f-0673-4769-84b0-e67fcddf1630_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\39de6fcf-d914-4c88-87d6-f0d11d865fd2_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/39de6fcf-d914-4c88-87d6-f0d11d865fd2_frames,254,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/39de6fcf-d914-4c88-87d6-f0d11d865fd2_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\39f4b14e-ad62-447d-b530-b94a7f225d57_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/39f4b14e-ad62-447d-b530-b94a7f225d57_frames,70,False,False,False,val,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/39f4b14e-ad62-447d-b530-b94a7f225d57_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\3a7f1bb3-9e72-468a-be4a-35bdbc3a2c5d_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/3a7f1bb3-9e72-468a-be4a-35bdbc3a2c5d_frames,251,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/3a7f1bb3-9e72-468a-be4a-35bdbc3a2c5d_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\3a846710-1570-4ca0-9ff5-dc364b5de079_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/3a846710-1570-4ca0-9ff5-dc364b5de079_frames,276,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/3a846710-1570-4ca0-9ff5-dc364b5de079_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\3ad598c7-d022-4f6d-8cae-b8ab9a87ff76_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/3ad598c7-d022-4f6d-8cae-b8ab9a87ff76_frames,251,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/3ad598c7-d022-4f6d-8cae-b8ab9a87ff76_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\3af11f3a-f8f4-4c47-aab1-da489a443d39_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/3af11f3a-f8f4-4c47-aab1-da489a443d39_frames,251,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/3af11f3a-f8f4-4c47-aab1-da489a443d39_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\3b0fab03-6367-4bff-9272-7ed2ba0dfb31_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/3b0fab03-6367-4bff-9272-7ed2ba0dfb31_frames,396,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/3b0fab03-6367-4bff-9272-7ed2ba0dfb31_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\3c46c5c1-b449-4ecf-8460-42bdf056f270_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/3c46c5c1-b449-4ecf-8460-42bdf056f270_frames,117,False,False,False,val,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/3c46c5c1-b449-4ecf-8460-42bdf056f270_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\3d25579b-a196-4869-890e-ef9c944e1a95_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/3d25579b-a196-4869-890e-ef9c944e1a95_frames,251,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/3d25579b-a196-4869-890e-ef9c944e1a95_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\3e3a7ac0-4244-46cc-89a1-44ce84dd1ccf_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/3e3a7ac0-4244-46cc-89a1-44ce84dd1ccf_frames,108,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/3e3a7ac0-4244-46cc-89a1-44ce84dd1ccf_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\3e64e5be-1701-4b3c-a0d7-a54c4a57ad7a_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/3e64e5be-1701-4b3c-a0d7-a54c4a57ad7a_frames,242,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/3e64e5be-1701-4b3c-a0d7-a54c4a57ad7a_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\3efa7595-36f6-40a7-8d1f-96a59a069937_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/3efa7595-36f6-40a7-8d1f-96a59a069937_frames,89,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/3efa7595-36f6-40a7-8d1f-96a59a069937_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\3f450a06-3397-48ed-ab27-5bd184af2862_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/3f450a06-3397-48ed-ab27-5bd184af2862_frames,4,False,False,False,test,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/3f450a06-3397-48ed-ab27-5bd184af2862_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\3f96784d-21ca-4868-a0af-c247628dbaf9_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/3f96784d-21ca-4868-a0af-c247628dbaf9_frames,7,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/3f96784d-21ca-4868-a0af-c247628dbaf9_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\3fbc3436-372d-4665-b092-10b03b4dbd72_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/3fbc3436-372d-4665-b092-10b03b4dbd72_frames,203,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/3fbc3436-372d-4665-b092-10b03b4dbd72_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\41327452-adbd-4745-a833-53ce52b829a5_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/41327452-adbd-4745-a833-53ce52b829a5_frames,263,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/41327452-adbd-4745-a833-53ce52b829a5_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\42158aee-22ca-4e44-84df-4592f58fd43b_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/42158aee-22ca-4e44-84df-4592f58fd43b_frames,120,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/42158aee-22ca-4e44-84df-4592f58fd43b_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\4221b9f9-7fe9-4a5a-a932-88d1e8b1a4f7_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/4221b9f9-7fe9-4a5a-a932-88d1e8b1a4f7_frames,251,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/4221b9f9-7fe9-4a5a-a932-88d1e8b1a4f7_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\43097a1a-6eae-4576-9644-78b01dda088f_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/43097a1a-6eae-4576-9644-78b01dda088f_frames,1251,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/43097a1a-6eae-4576-9644-78b01dda088f_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\44c8c58b-e226-4f10-adf4-b8f91b71c476_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/44c8c58b-e226-4f10-adf4-b8f91b71c476_frames,8,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/44c8c58b-e226-4f10-adf4-b8f91b71c476_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\44f1e701-2d9a-4f25-a5a8-424bb549844d_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/44f1e701-2d9a-4f25-a5a8-424bb549844d_frames,129,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/44f1e701-2d9a-4f25-a5a8-424bb549844d_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\45267af3-9d21-47d7-bc68-08d0ad2a220b_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/45267af3-9d21-47d7-bc68-08d0ad2a220b_frames,248,False,False,False,test,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/45267af3-9d21-47d7-bc68-08d0ad2a220b_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\4567775b-dc70-41a4-b933-962e5a7f66f3_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/4567775b-dc70-41a4-b933-962e5a7f66f3_frames,111,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/4567775b-dc70-41a4-b933-962e5a7f66f3_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\478400dc-ae29-473a-b464-2b8cfac7c663_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/478400dc-ae29-473a-b464-2b8cfac7c663_frames,28,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/478400dc-ae29-473a-b464-2b8cfac7c663_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\47b890b9-4478-4938-b337-9b3ac84c0193_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/47b890b9-4478-4938-b337-9b3ac84c0193_frames,251,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/47b890b9-4478-4938-b337-9b3ac84c0193_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\47f3be81-c915-40c2-8ff6-bc60264027b2_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/47f3be81-c915-40c2-8ff6-bc60264027b2_frames,254,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/47f3be81-c915-40c2-8ff6-bc60264027b2_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\496f3fe6-b069-47aa-80d0-cfdda1d28fc0_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/496f3fe6-b069-47aa-80d0-cfdda1d28fc0_frames,293,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/496f3fe6-b069-47aa-80d0-cfdda1d28fc0_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\4990b4b7-d5de-42b6-8936-0dba787f8c4f_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/4990b4b7-d5de-42b6-8936-0dba787f8c4f_frames,488,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/4990b4b7-d5de-42b6-8936-0dba787f8c4f_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\4a14697b-86a6-4262-9940-087cee0cef37_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/4a14697b-86a6-4262-9940-087cee0cef37_frames,263,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/4a14697b-86a6-4262-9940-087cee0cef37_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\4b57beb2-5738-4ec5-822b-1b034da9323e_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/4b57beb2-5738-4ec5-822b-1b034da9323e_frames,28,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/4b57beb2-5738-4ec5-822b-1b034da9323e_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\4bc8ab95-7f15-4500-8edc-bc669601815e_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/4bc8ab95-7f15-4500-8edc-bc669601815e_frames,909,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/4bc8ab95-7f15-4500-8edc-bc669601815e_frames/frame_000000.jpg,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\4bd5623b-e540-4bb5-94a3-e68e7c3ef258_frames,rgb,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/4bd5623b-e540-4bb5-94a3-e68e7c3ef258_frames,65,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/4bd5623b-e540-4bb5-94a3-e68e7c3ef258_frames/frame_000000.jpg,gi
